0,-3,-2,-11,-3,-5,-8,-2
-2,2,18,-1,-3,-3,0,-2
-1,-1,-6,-15,0,0,-2,-1
-1,0,2,1,0,-3,-15,-1
-2,-1,3,7,-2,3,17,-3
-2,-3,-19,-4,-1,2,-4,-1
0,0,20,7,-3,-3,-1,2
-3,-3,-25,-2,-4,-3,-1,-4
3,0,-16,-8,0,-2,-4,-2
2,-4,-2,-3,-3,-1,-1,2
-9,0,-13,-1,-5,-3,-1,-9
-2,-7,27,-6,-1,-2,0,-1
-2,3,2,7,4,4,-1,0
-2,2,14,10,0,0,4,0
0,-3,-10,-11,-7,-4,-6,-1
1,3,4,0,-2,1,3,1
-1,-5,-18,1,4,-1,3,1
-1,-1,-3,-3,8,-3,1,-3
1,1,6,6,4,3,-1,-1
-1,1,6,4,-4,2,-5,-1
-5,0,14,-10,-5,-4,-7,-1
15,-3,-30,-5,-5,-4,1,-4
-1,-2,1,-1,-7,-3,3,-2
1,-1,-8,3,-8,-3,-1,-1
0,0,-7,1,5,4,-6,0
-3,-3,3,1,1,1,5,0
-2,-3,0,2,-5,-2,-10,-1
-1,-1,7,0,-1,-3,0,-1
1,2,-1,2,0,-2,0,0
-3,-2,-22,-4,-3,-3,-2,-5
0,-2,2,7,-2,-2,1,-1
1,0,0,4,-2,-2,-5,1
-1,-2,-13,-3,0,-1,0,-1
1,1,32,4,-2,0,-1,0
-2,-2,2,-3,0,-2,1,-3
0,0,-4,1,0,-1,-2,-3
1,0,1,0,0,1,1,1
1,1,8,-2,2,7,-5,0
-5,0,-21,-5,2,-4,-11,0
7,-5,-3,-1,-1,3,13,-2
-3,-2,-3,-3,-8,-2,-8,-2
2,-2,-3,-5,-4,0,19,-1
-4,3,27,4,1,0,7,1
-3,2,-16,-3,-1,-5,-7,-2
-2,-1,60,11,-4,1,-6,-1
0,0,-51,-3,15,2,-9,-1
-10,-3,3,-16,1,-4,7,-2
9,-3,13,-2,-7,-5,-6,-1
2,4,-14,3,-9,1,8,-2
1,-5,-14,13,2,-5,-11,2
-3,0,15,1,8,9,-3,1
-11,-2,0,8,3,0,4,-2
-2,0,-15,-19,-5,-9,-10,-3
-2,-4,5,-5,-11,-6,4,0
5,0,-19,2,-3,-4,-4,0
-4,0,8,-1,1,4,1,0
-6,-4,-1,-3,5,0,1,-7
-3,0,0,2,-2,-4,-8,-1
3,-3,0,-20,-5,1,5,1
-1,0,-13,-2,-4,2,-5,-2
-3,0,-12,2,2,-2,0,1
1,2,24,7,-2,-1,5,0
2,-3,-45,-11,-2,-4,-9,-2
-6,-12,16,-5,-5,-4,9,-1
-1,-5,-6,-4,-4,-3,-12,1
-4,0,-4,1,0,0,-2,-1
21,0,10,8,7,2,4,-1
-2,2,-18,-14,5,1,-16,3
0,-5,-11,0,0,-1,1,0
-5,-2,20,-5,-11,0,9,-1
-4,0,5,12,-4,0,-7,-1
0,0,-14,-17,-2,-4,5,0
0,1,-10,-5,-3,-2,0,0
3,-1,-16,-2,1,5,-6,0
-5,2,51,10,4,0,4,-2
-4,-7,-44,0,-1,-4,-2,-1
1,1,-10,1,-4,-4,-1,4
-7,-5,-20,-7,-2,-4,-8,-7
-1,-1,3,1,-4,-2,8,-2
-6,0,31,4,-5,-1,-7,-1
6,0,4,-3,-3,0,4,-1
-1,2,0,1,1,-1,0,-1
-2,-3,5,16,2,-2,-8,-1
0,4,-18,-28,-2,1,-3,0
-2,-4,-13,1,-2,0,4,0
1,2,26,1,-1,1,-10,1
-2,1,7,0,5,4,6,-1
-2,-4,-8,11,3,-6,-3,-2
-4,-2,8,15,1,-3,1,-1
-1,-2,-5,-25,-8,-4,-8,-1
-1,-1,22,3,-8,-4,-1,0
3,3,-41,12,-1,2,-3,1
-5,-9,0,-19,4,6,5,-3
0,0,2,12,3,2,4,-1
-2,-1,-14,-2,-4,-3,-3,-2
2,5,37,6,-1,-3,-3,0
1,3,7,35,1,1,2,1
-3,-6,-20,-38,-2,-4,1,-1
-3,1,-8,-9,-8,-1,-5,-1
0,0,16,4,3,-1,1,-1
-1,2,-13,-2,3,-2,-2,-1
2,0,22,18,4,3,6,0
0,-1,-4,-4,0,-6,-4,-1
-1,-4,22,-5,-6,0,-14,0
-2,-4,-33,-6,-4,3,14,-3
1,2,-3,6,-6,-4,4,1
0,2,3,6,4,1,-3,-2
-4,-8,-15,-23,2,-2,1,-2
-1,-2,13,-4,-1,-3,-16,0
1,2,11,3,-1,2,8,-1
-5,-4,-50,-7,-5,0,2,0
8,10,15,15,3,-1,-14,1
-8,-9,8,-17,-6,-4,17,-3
-5,-6,-21,-6,-7,-4,-3,-1
0,4,8,5,2,1,-1,0
0,5,19,10,7,3,4,1
-2,-8,-36,-9,0,-1,-3,-1
3,2,24,14,1,-2,-5,1
-2,-7,-11,-14,-7,-3,1,-4
-3,-1,-23,-1,-4,0,8,-2
2,8,28,3,2,-4,-7,1
-3,-6,-16,9,0,-3,-4,-1
1,-1,-25,-14,-2,2,-4,0
0,-5,9,0,-2,0,6,1
-9,3,30,6,-1,-2,-7,-7
8,0,-27,-9,1,-3,-2,0
0,2,4,9,1,1,5,-1
-2,-3,-3,2,3,1,5,0
