emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,fx,fy,fz,x,y,z,rx,ry,rz,t
0,-4,-8,-11,0,2,4,5,-17.07218800828098,12.054209229459449,-4.002708056923096,157.96336364746094,742.7049560546875,201.37167358398438,86.06657409667969,176.0436553955078,102.5301284790039,32.92323637008667
0,-1,-1,3,-1,-2,-5,-1,-17.07218800828098,12.054209229459449,-4.002708056923096,157.96336364746094,742.7049560546875,201.37167358398438,86.06657409667969,176.0436553955078,102.5301284790039,32.92758846282959
-2,-4,-20,1,1,-1,-1,-12,-17.333144793936643,11.715272655740822,-4.008696551866615,156.7588348388672,743.1438598632812,200.8828582763672,86.0871810913086,176.04676818847656,102.55133056640625,32.93820905685425
-1,8,10,-11,-5,-3,-3,2,-17.25022106895437,11.675151458733328,-3.9082122331871485,156.7588348388672,743.1438598632812,200.8828582763672,86.0871810913086,176.04676818847656,102.55133056640625,32.93820905685425
-2,-4,-10,-11,-3,-2,-1,11,-17.25022106895437,11.675151458733328,-3.9082122331871485,156.7588348388672,743.1438598632812,200.8828582763672,86.0871810913086,176.04676818847656,102.55133056640625,32.93820905685425
4,-6,-25,-7,-6,-2,-3,-3,-17.25022106895437,11.675151458733328,-3.9082122331871485,156.7588348388672,743.1438598632812,200.8828582763672,86.0871810913086,176.04676818847656,102.55133056640625,32.93820905685425
-2,4,49,-7,0,2,-2,4,-17.41329580288657,11.45525174967834,-4.080743193078846,155.28237915039062,743.660400390625,200.28512573242188,86.10928344726562,176.05435180664062,102.57084655761719,32.953186988830566
-2,5,16,10,2,0,1,-9,-17.40710812102197,11.33621339522287,-4.07858166948137,155.28237915039062,743.660400390625,200.28512573242188,86.10928344726562,176.05435180664062,102.57084655761719,32.953186988830566
-3,-15,-46,-9,-3,-3,-5,-6,-17.40710812102197,11.33621339522287,-4.07858166948137,155.28237915039062,743.660400390625,200.28512573242188,86.10928344726562,176.05435180664062,102.57084655761719,32.953186988830566
2,-5,-13,0,-1,-1,-1,-7,-17.40710812102197,11.33621339522287,-4.07858166948137,155.28237915039062,743.660400390625,200.28512573242188,86.10928344726562,176.05435180664062,102.57084655761719,32.953186988830566
1,10,-1,-11,-3,-3,0,18,-17.34756209916076,11.308298362264697,-4.026474546258649,154.06031799316406,744.0711059570312,199.78810119628906,86.13031005859375,176.06375122070312,102.5900650024414,32.96766996383667
-1,-24,-25,9,3,0,-6,-23,-17.34756209916076,11.308298362264697,-4.026474546258649,154.06031799316406,744.0711059570312,199.78810119628906,86.13031005859375,176.06375122070312,102.5900650024414,32.96877646446228
-2,12,20,-14,-6,-3,5,18,-17.34756209916076,11.308298362264697,-4.026474546258649,154.06031799316406,744.0711059570312,199.78810119628906,86.13031005859375,176.06375122070312,102.5900650024414,32.96877646446228
3,15,32,9,1,3,2,-2,-17.34756209916076,11.308298362264697,-4.026474546258649,154.06031799316406,744.0711059570312,199.78810119628906,86.13031005859375,176.06375122070312,102.5900650024414,32.96877646446228
-1,-25,-8,15,0,1,-4,-11,-17.822149765021233,10.497242299279916,-4.044896135690408,151.3065948486328,744.9546508789062,198.68472290039062,86.17849731445312,176.0880889892578,102.6414566040039,32.99756360054016
0,2,11,7,-1,-2,0,13,-17.873033275519745,10.283995865405544,-4.048660936875121,151.3065948486328,744.9546508789062,198.68472290039062,86.17849731445312,176.0880889892578,102.6414566040039,32.99889063835144
-3,7,-32,-11,-2,-2,0,-11,-17.873033275519745,10.283995865405544,-4.048660936875121,151.3065948486328,744.9546508789062,198.68472290039062,86.17849731445312,176.0880889892578,102.6414566040039,32.99889063835144
2,-33,-3,9,2,-1,-4,0,-17.873033275519745,10.283995865405544,-4.048660936875121,151.3065948486328,744.9546508789062,198.68472290039062,86.17849731445312,176.0880889892578,102.6414566040039,32.99889063835144
0,26,39,-8,-3,0,0,1,-18.058019679669098,9.5140320666445,-4.013885542019448,149.6953125,745.4746704101562,198.07984924316406,86.17947387695312,176.08961486816406,102.64276885986328,33.017988204956055
1,-9,-24,12,5,3,4,5,-18.058019679669098,9.5140320666445,-4.013885542019448,149.6953125,745.4746704101562,198.07984924316406,86.17947387695312,176.08961486816406,102.64276885986328,33.01900339126587
-3,18,25,-4,-2,-1,3,7,-18.058019679669098,9.5140320666445,-4.013885542019448,149.6953125,745.4746704101562,198.07984924316406,86.17947387695312,176.08961486816406,102.64276885986328,33.01900339126587
0,-8,-35,-15,-7,-4,-4,8,-18.058019679669098,9.5140320666445,-4.013885542019448,149.6953125,745.4746704101562,198.07984924316406,86.17947387695312,176.08961486816406,102.64276885986328,33.01900339126587
-1,13,7,1,1,-2,-5,-5,-18.027178121398638,9.46782525825336,-3.9744437425807098,149.15386962890625,745.6494750976562,197.8789520263672,86.17501831054688,176.08837890625,102.63818359375,33.02791786193848
0,-15,48,24,3,3,-1,4,-18.027178121398638,9.46782525825336,-3.9744437425807098,149.15386962890625,745.6494750976562,197.8789520263672,86.17501831054688,176.08837890625,102.63818359375,33.02791786193848
-2,2,12,12,6,1,-1,-4,-18.027178121398638,9.46782525825336,-3.9744437425807098,149.15386962890625,745.6494750976562,197.8789520263672,86.17501831054688,176.08837890625,102.63818359375,33.0289204120636
0,15,-15,-14,-3,-2,-2,3,-18.027178121398638,9.46782525825336,-3.9744437425807098,149.15386962890625,745.6494750976562,197.8789520263672,86.17501831054688,176.08837890625,102.63818359375,33.0289204120636
1,-46,-55,8,-2,-3,-3,-10,-17.97443629511326,9.146699234804721,-4.120992558670635,146.88052368164062,746.3785400390625,197.01576232910156,86.14948272705078,176.08062744140625,102.61265563964844,33.04856514930725
1,7,-37,-15,-5,-4,-2,4,-17.97443629511326,9.146699234804721,-4.120992558670635,146.88052368164062,746.3785400390625,197.01576232910156,86.14948272705078,176.08062744140625,102.61265563964844,33.04856514930725
-2,-2,19,0,-2,1,3,2,-17.97443629511326,9.146699234804721,-4.120992558670635,146.88052368164062,746.3785400390625,197.01576232910156,86.14948272705078,176.08062744140625,102.61265563964844,33.053404092788696
4,9,27,-2,0,1,0,5,-17.97443629511326,9.146699234804721,-4.120992558670635,146.88052368164062,746.3785400390625,197.01576232910156,86.14948272705078,176.08062744140625,102.61265563964844,33.053404092788696
3,21,15,-8,-1,1,0,0,-17.819591137505494,9.107525865075885,-4.138192346012241,145.60379028320312,746.7815551757812,196.54812622070312,86.120361328125,176.07345581054688,102.58258056640625,33.06312108039856
2,10,15,-8,-5,-4,0,3,-17.819591137505494,9.107525865075885,-4.138192346012241,145.60379028320312,746.7815551757812,196.54812622070312,86.120361328125,176.07345581054688,102.58258056640625,33.06312108039856
-3,-27,-19,14,3,0,0,-8,-17.83648471746893,8.92661351837319,-4.211618507978054,144.58541870117188,747.086181640625,196.18331909179688,86.09553527832031,176.07057189941406,102.55574798583984,33.07289481163025
0,18,37,9,3,-1,-5,-10,-17.87898734309886,8.779003975620899,-4.129046706616945,144.58541870117188,747.086181640625,196.18331909179688,86.09553527832031,176.07057189941406,102.55574798583984,33.07289481163025
-3,-14,-9,4,1,0,2,-7,-17.849037263549956,8.267660432417518,-4.014276221347494,142.74208068847656,747.6198120117188,195.51719665527344,86.05300903320312,176.06922912597656,102.51607513427734,33.09320592880249
0,18,26,-1,-3,0,0,2,-17.849037263549956,8.267660432417518,-4.014276221347494,142.74208068847656,747.6198120117188,195.51719665527344,86.05300903320312,176.06922912597656,102.51607513427734,33.09320592880249
-2,-12,39,-5,-3,-2,0,-3,-17.849037263549956,8.267660432417518,-4.014276221347494,142.74208068847656,747.6198120117188,195.51719665527344,86.05300903320312,176.06922912597656,102.51607513427734,33.09320592880249
2,-17,-48,14,5,1,-3,-13,-17.849037263549956,8.267660432417518,-4.014276221347494,142.74208068847656,747.6198120117188,195.51719665527344,86.05300903320312,176.06922912597656,102.51607513427734,33.094231367111206
-1,1,-12,-5,-5,-4,-3,1,-17.95660306215003,8.187060427975487,-3.9538997679267385,142.18211364746094,747.780029296875,195.32611083984375,86.04322814941406,176.0675048828125,102.50736236572266,33.10800743103027
3,1,-6,-4,-1,-1,-1,7,-17.95660306215003,8.187060427975487,-3.9538997679267385,142.18211364746094,747.780029296875,195.32611083984375,86.04322814941406,176.0675048828125,102.50736236572266,33.10800743103027
-4,20,14,-19,-8,-1,0,5,-17.95660306215003,8.187060427975487,-3.9538997679267385,142.18211364746094,747.780029296875,195.32611083984375,86.04322814941406,176.0675048828125,102.50736236572266,33.10800743103027
4,-1,-11,-16,-4,-1,1,0,-17.95660306215003,8.187060427975487,-3.9538997679267385,142.18211364746094,747.780029296875,195.32611083984375,86.04322814941406,176.0675048828125,102.50736236572266,33.10800743103027
2,-31,-36,29,15,8,5,10,-17.71363372206774,7.794704723372874,-3.9626987970497076,139.83773803710938,748.443359375,194.5142059326172,86.0242691040039,176.05958557128906,102.4863510131836,33.123454093933105
5,-20,-6,7,-1,-1,-1,-22,-17.71363372206774,7.794704723372874,-3.9626987970497076,139.46603393554688,748.5458984375,194.386474609375,86.0221939086914,176.0586395263672,102.48542022705078,33.12746524810791
0,3,-18,-11,-5,-3,-2,-1,-17.71197163760199,7.7304338102848345,-3.9532525536257643,138.90396118164062,748.6998291015625,194.2012176513672,86.01673889160156,176.05665588378906,102.48013305664062,33.13247776031494
4,-9,-10,-5,-4,-2,-3,-9,-17.71197163760199,7.7304338102848345,-3.9532525536257643,138.90396118164062,748.6998291015625,194.2012176513672,86.01673889160156,176.05665588378906,102.48013305664062,33.13348078727722
2,27,-12,-30,-7,-2,-4,4,-17.637856650149796,7.651629426644303,-4.021376223193958,137.58445739746094,749.0548706054688,193.75997924804688,86.01094818115234,176.0532684326172,102.47555541992188,33.148515701293945
6,-2,-3,22,6,3,2,7,-17.637856650149796,7.651629426644303,-4.021376223193958,137.58445739746094,749.0548706054688,193.75997924804688,86.01094818115234,176.0532684326172,102.47555541992188,33.148515701293945
-1,-8,17,10,0,-3,-2,-11,-17.637856650149796,7.651629426644303,-4.021376223193958,137.58445739746094,749.0548706054688,193.75997924804688,86.01094818115234,176.0532684326172,102.47555541992188,33.148515701293945
-5,4,16,14,4,1,1,11,-17.637856650149796,7.651629426644303,-4.021376223193958,137.2038116455078,749.1566162109375,193.6300811767578,86.0139389038086,176.05238342285156,102.4777603149414,33.15302586555481
1,20,3,-20,-7,-2,0,5,-17.79644498876046,7.540218660620387,-3.903587487842805,134.6514892578125,749.82373046875,192.79132080078125,86.02357482910156,176.0455322265625,102.48644256591797,33.178091526031494
-2,-12,33,10,1,1,0,-10,-17.79644498876046,7.540218660620387,-3.903587487842805,134.6514892578125,749.82373046875,192.79132080078125,86.02357482910156,176.0455322265625,102.48644256591797,33.178091526031494
-3,14,-15,-5,-1,0,1,-4,-17.79644498876046,7.540218660620387,-3.903587487842805,134.6514892578125,749.82373046875,192.79132080078125,86.02357482910156,176.0455322265625,102.48644256591797,33.178091526031494
2,-9,-46,-14,-7,-4,-2,4,-17.79644498876046,7.540218660620387,-3.903587487842805,134.6514892578125,749.82373046875,192.79132080078125,86.02357482910156,176.0455322265625,102.48644256591797,33.178091526031494
4,-1,29,3,-1,-2,0,-5,-17.913613193469693,7.520059870255925,-3.8649452193060867,134.2713623046875,749.9197998046875,192.67161560058594,86.0267333984375,176.0448455810547,102.4893798828125,33.18310475349426
2,-6,-27,-17,-4,-2,-3,6,-17.898719759289342,7.486402436708998,-3.8340147641575286,134.2713623046875,749.9197998046875,192.67161560058594,86.0267333984375,176.0448455810547,102.4893798828125,33.18310475349426
-2,24,-2,-11,0,1,0,4,-17.889236411716332,7.313471282772929,-3.837430145195097,133.32220458984375,750.1580200195312,192.3699493408203,86.03504943847656,176.04367065429688,102.49797058105469,33.1922025680542
4,0,30,10,3,3,3,4,-17.889236411716332,7.313471282772929,-3.837430145195097,133.32220458984375,750.1580200195312,192.3699493408203,86.03504943847656,176.04367065429688,102.49797058105469,33.19353723526001
-4,-1,0,9,3,0,1,0,-17.910193750059605,7.115195554696516,-3.8427290658434257,131.89610290527344,750.5200805664062,191.92579650878906,86.03998565673828,176.037841796875,102.50442504882812,33.2076780796051
2,9,20,-3,-2,-1,-1,4,-17.910193750059605,7.115195554696516,-3.8427290658434257,131.89610290527344,750.5200805664062,191.92579650878906,86.03998565673828,176.037841796875,102.50442504882812,33.208927392959595
-3,-23,-48,-11,-3,-3,-2,-5,-17.910193750059605,7.115195554696516,-3.8427290658434257,131.89610290527344,750.5200805664062,191.92579650878906,86.03998565673828,176.037841796875,102.50442504882812,33.208927392959595
-3,13,38,0,2,0,-2,9,-17.910193750059605,7.115195554696516,-3.8427290658434257,131.32705688476562,750.6640625,191.76144409179688,86.04228973388672,176.03395080566406,102.50797271728516,33.213117599487305
3,-7,-17,-9,-7,-4,-6,-9,-17.87919529930114,7.148739367603386,-3.9150815186952905,129.99366760253906,750.995361328125,191.38063049316406,86.04523468017578,176.02622985839844,102.5108642578125,33.228524684906006
1,-3,19,7,3,1,-4,-3,-17.783187806438452,7.030922160224449,-3.951779575125958,129.99366760253906,750.995361328125,191.38063049316406,86.04523468017578,176.02622985839844,102.5108642578125,33.228524684906006
-6,0,-1,7,0,3,4,-5,-17.783187806438452,7.030922160224449,-3.951779575125958,129.99366760253906,750.995361328125,191.38063049316406,86.04523468017578,176.02622985839844,102.5108642578125,33.228524684906006
2,-10,9,5,-3,-1,-1,-2,-17.783187806438452,7.030922160224449,-3.951779575125958,129.99366760253906,750.995361328125,191.38063049316406,86.04523468017578,176.02622985839844,102.5108642578125,33.228524684906006
0,9,5,-7,-1,-2,-2,1,-17.859809549436363,6.80678140279085,-3.904665206798578,129.040283203125,751.2262573242188,191.09947204589844,86.04645538330078,176.02340698242188,102.51388549804688,33.24314737319946
-3,1,-31,-6,0,-1,-1,10,-17.859809549436363,6.80678140279085,-3.904665206798578,129.040283203125,751.2262573242188,191.09947204589844,86.04645538330078,176.02340698242188,102.51388549804688,33.24314737319946
0,-1,-9,-6,-2,-1,0,-3,-18.271636673025018,6.043861946249087,-3.74651851989062,125.32527160644531,752.1107177734375,190.02113342285156,86.02658081054688,176.0106201171875,102.49068450927734,33.27824592590332
0,-8,14,1,-6,-7,-7,-3,-18.271636673025018,6.043861946249087,-3.74651851989062,125.32527160644531,752.1107177734375,190.02113342285156,86.02658081054688,176.0106201171875,102.49068450927734,33.27824592590332
1,-11,-28,-8,-2,1,0,2,-18.271636673025018,6.043861946249087,-3.74651851989062,125.32527160644531,752.1107177734375,190.02113342285156,86.02658081054688,176.0106201171875,102.49068450927734,33.27824592590332
-1,8,3,-7,-2,-1,1,0,-18.313331242756192,6.034584047278805,-3.720264947687059,125.32527160644531,752.1107177734375,190.02113342285156,86.02658081054688,176.0106201171875,102.49068450927734,33.27924847602844
1,-27,-32,14,4,1,1,-2,-18.313331242756192,6.034584047278805,-3.720264947687059,125.32527160644531,752.1107177734375,190.02113342285156,86.02658081054688,176.0106201171875,102.49068450927734,33.27924847602844
-1,41,17,-16,-4,0,-2,-2,-18.313331242756192,6.034584047278805,-3.720264947687059,125.32527160644531,752.1107177734375,190.02113342285156,86.02658081054688,176.0106201171875,102.49068450927734,33.27924847602844
-3,-7,-6,2,0,-2,-3,-9,-18.28972574826302,5.82479087257517,-3.736712129090332,124.36866760253906,752.3269653320312,189.7475128173828,86.02175903320312,176.01026916503906,102.48590087890625,33.28827142715454
2,-17,10,10,1,-2,0,0,-18.28972574826302,5.82479087257517,-3.736712129090332,124.36866760253906,752.3269653320312,189.7475128173828,86.02175903320312,176.01026916503906,102.48590087890625,33.28827142715454
-3,-28,-13,6,3,1,2,-2,-18.43568648091039,5.751373378335711,-3.7171866637383117,124.36866760253906,752.3269653320312,189.7475128173828,86.02175903320312,176.01026916503906,102.48590087890625,33.28827142715454
2,2,18,5,1,1,1,7,-18.43568648091039,5.751373378335711,-3.7171866637383117,124.36866760253906,752.3269653320312,189.7475128173828,86.02175903320312,176.01026916503906,102.48590087890625,33.28827142715454
0,-2,-1,-4,-3,0,-3,-2,-18.36339754569765,5.200984469821961,-3.910352807233419,121.79513549804688,752.9053955078125,189.01214599609375,85.99534606933594,176.00640869140625,102.4625473022461,33.31355428695679
-2,-2,-32,-12,-6,-3,-4,-6,-18.4517431987138,5.0867601163776275,-4.013207399641072,121.79513549804688,752.9053955078125,189.01214599609375,85.99534606933594,176.00640869140625,102.4625473022461,33.31355428695679
1,14,28,5,1,-2,-1,1,-18.4517431987138,5.0867601163776275,-4.013207399641072,121.79513549804688,752.9053955078125,189.01214599609375,85.99534606933594,176.00640869140625,102.4625473022461,33.31780958175659
5,-3,-32,-16,-6,-2,-2,-11,-18.4517431987138,5.0867601163776275,-4.013207399641072,121.79513549804688,752.9053955078125,189.01214599609375,85.99534606933594,176.00640869140625,102.4625473022461,33.31780958175659
-3,-1,53,19,8,2,1,3,-18.55157375152427,4.9356757174072445,-4.074165970600402,120.84245300292969,753.1129150390625,188.7450714111328,85.98372650146484,176.00575256347656,102.44953918457031,33.3281831741333
-3,-4,-38,1,-1,2,2,3,-18.55157375152427,4.9356757174072445,-4.074165970600402,120.84245300292969,753.1129150390625,188.7450714111328,85.98372650146484,176.00575256347656,102.44953918457031,33.3281831741333
-2,13,31,3,-1,-1,-2,-3,-18.55157375152427,4.9356757174072445,-4.074165970600402,120.84245300292969,753.1129150390625,188.7450714111328,85.98372650146484,176.00575256347656,102.44953918457031,33.333537101745605
5,-7,-5,5,1,0,-2,2,-18.55157375152427,4.9356757174072445,-4.074165970600402,120.84245300292969,753.1129150390625,188.7450714111328,85.98372650146484,176.00575256347656,102.44953918457031,33.333537101745605
-1,15,-1,-9,-4,-1,-2,-1,-18.968994042879732,4.452255760411082,-4.120974397628343,118.448974609375,753.6132202148438,188.0478515625,85.97691345214844,176.01197814941406,102.44296264648438,33.34809398651123
-4,-2,12,-11,-7,-4,-6,-1,-18.968994042879732,4.452255760411082,-4.120974397628343,118.448974609375,753.6132202148438,188.0478515625,85.97691345214844,176.01197814941406,102.44296264648438,33.34809398651123
-3,9,19,-1,0,0,0,3,-18.95477315252947,4.3056276824585895,-4.105452926380153,118.448974609375,753.6132202148438,188.0478515625,85.97691345214844,176.01197814941406,102.44296264648438,33.34919452667236
-3,10,-18,-9,0,-1,0,0,-18.95477315252947,4.3056276824585895,-4.105452926380153,118.448974609375,753.6132202148438,188.0478515625,85.97691345214844,176.01197814941406,102.44296264648438,33.34919452667236
1,3,16,6,1,1,2,4,-19.142322787907723,3.797656888863961,-4.086317515225517,115.7740478515625,754.1678466796875,187.3025360107422,85.98287200927734,176.0111083984375,102.44414520263672,33.3776695728302
-1,5,19,5,0,-2,-3,-2,-19.142322787907723,3.797656888863961,-4.086317515225517,115.7740478515625,754.1678466796875,187.3025360107422,85.98287200927734,176.0111083984375,102.44414520263672,33.378751277923584
-4,-2,-14,-8,-2,-1,-1,-2,-19.21173623742616,3.639967103218318,-4.094067341811593,115.7740478515625,754.1678466796875,187.3025360107422,85.98287200927734,176.0111083984375,102.44414520263672,33.378751277923584
6,12,12,-13,-6,-6,-4,1,-19.21173623742616,3.639967103218318,-4.094067341811593,115.7740478515625,754.1678466796875,187.3025360107422,85.98287200927734,176.0111083984375,102.44414520263672,33.378751277923584
4,-18,0,7,6,4,6,-5,-19.310516249911313,3.595322376507104,-4.129090186612371,114.82008361816406,754.3567504882812,187.04190063476562,85.99114227294922,176.01251220703125,102.45311737060547,33.38840365409851
-4,-5,-5,6,2,0,-1,-3,-19.2485956513533,3.475705020952628,-4.209669333848397,114.82008361816406,754.3567504882812,187.04190063476562,85.99114227294922,176.01251220703125,102.45311737060547,33.38840365409851
-7,-7,0,9,2,-1,-1,-5,-19.2485956513533,3.475705020952628,-4.209669333848397,114.82008361816406,754.3567504882812,187.04190063476562,85.99114227294922,176.01251220703125,102.45311737060547,33.38840365409851
2,-3,-29,-6,-3,0,-1,0,-19.2485956513533,3.475705020952628,-4.209669333848397,114.82008361816406,754.3567504882812,187.04190063476562,85.99114227294922,176.01251220703125,102.45311737060547,33.38840365409851
-3,-12,-9,-7,-7,-5,-4,1,-19.549941651035997,2.9362777779064797,-4.2974840959372544,112.8106689453125,754.7476806640625,186.48822021484375,86.01136779785156,176.01612854003906,102.4747543334961,33.40835976600647
0,10,-8,-14,-3,-3,-2,0,-19.549941651035997,2.9362777779064797,-4.2974840959372544,112.8106689453125,754.7476806640625,186.48822021484375,86.01136779785156,176.01612854003906,102.4747543334961,33.40835976600647
-4,-10,-1,-1,-3,-6,-2,0,-19.549941651035997,2.9362777779064797,-4.2974840959372544,112.8106689453125,754.7476806640625,186.48822021484375,86.01136779785156,176.01612854003906,102.4747543334961,33.40835976600647
-2,-1,13,8,5,3,4,3,-19.549941651035997,2.9362777779064797,-4.2974840959372544,112.2398910522461,754.8596801757812,186.32952880859375,86.01897430419922,176.0159454345703,102.48258209228516,33.41282033920288
-1,-2,1,13,5,7,6,4,-19.666343639571114,2.404061995037708,-4.345756751825158,110.50882720947266,755.1927490234375,185.87522888183594,86.035888671875,176.01324462890625,102.498291015625,33.43231248855591
-6,3,0,4,2,2,-2,3,-19.756780959026376,2.293581792746514,-4.38153273283022,110.50882720947266,755.1927490234375,185.87522888183594,86.035888671875,176.01324462890625,102.498291015625,33.433603286743164
-4,4,-9,-16,-9,-4,-5,-5,-19.756780959026376,2.293581792746514,-4.38153273283022,110.50882720947266,755.1927490234375,185.87522888183594,86.035888671875,176.01324462890625,102.498291015625,33.433603286743164
2,10,6,5,2,1,2,4,-19.756780959026376,2.293581792746514,-4.38153273283022,110.50882720947266,755.1927490234375,185.87522888183594,86.035888671875,176.01324462890625,102.498291015625,33.433603286743164
2,0,6,6,0,-2,-1,0,-19.836096958158485,2.0585003649413336,-4.432303206019647,109.0548095703125,755.4562377929688,185.49774169921875,86.05848693847656,176.01414489746094,102.52182006835938,33.448527097702026
-4,5,-21,-8,-2,-2,0,3,-19.82363105310271,1.8711863810795726,-4.449704256142231,109.0548095703125,755.4562377929688,185.49774169921875,86.05848693847656,176.01414489746094,102.52182006835938,33.448527097702026
-3,14,19,-9,1,-2,-1,-5,-19.82363105310271,1.8711863810795726,-4.449704256142231,109.0548095703125,755.4562377929688,185.49774169921875,86.05848693847656,176.01414489746094,102.52182006835938,33.448527097702026
0,13,54,17,2,1,-3,-5,-19.82363105310271,1.8711863810795726,-4.449704256142231,109.0548095703125,755.4562377929688,185.49774169921875,86.05848693847656,176.01414489746094,102.52182006835938,33.448527097702026
0,1,3,-5,-3,-3,-5,-3,-19.770787735157924,1.7041270151938024,-4.481157641874671,107.10678100585938,755.8026123046875,184.9778594970703,86.08439636230469,176.01388549804688,102.54884338378906,33.46862053871155
-1,3,5,5,3,3,3,2,-19.837622471090654,1.6711564989525889,-4.467155817040274,107.10678100585938,755.8026123046875,184.9778594970703,86.08439636230469,176.01388549804688,102.54884338378906,33.46862053871155
-2,3,0,-9,-1,0,2,1,-19.837622471090654,1.6711564989525889,-4.467155817040274,106.5189208984375,755.9044189453125,184.8231201171875,86.09124755859375,176.0140838623047,102.55472564697266,33.47363352775574
-2,-11,-19,-1,2,-1,-1,1,-19.837622471090654,1.6711564989525889,-4.467155817040274,106.5189208984375,755.9044189453125,184.8231201171875,86.09124755859375,176.0140838623047,102.55472564697266,33.47363352775574
-3,5,-10,-14,-7,-2,-5,4,-19.89375540058929,1.2656680055357332,-4.375296289418533,104.45465850830078,756.241943359375,184.2715301513672,86.11141967773438,176.02093505859375,102.57299041748047,33.49368643760681
-6,-8,51,30,5,3,-1,0,-19.89375540058929,1.2656680055357332,-4.375296289418533,104.45465850830078,756.241943359375,184.2715301513672,86.11141967773438,176.02093505859375,102.57299041748047,33.498699426651
-1,-3,-6,-3,-5,-2,2,-1,-19.89375540058929,1.2656680055357332,-4.375296289418533,103.47021484375,756.3995361328125,184.0001220703125,86.11325073242188,176.02374267578125,102.57733154296875,33.50270962715149
-2,11,37,1,-3,0,-3,4,-19.89375540058929,1.2656680055357332,-4.375296289418533,103.47021484375,756.3995361328125,184.0001220703125,86.11325073242188,176.02374267578125,102.57733154296875,33.50270962715149
-2,-14,-44,-6,-4,-4,-6,-3,-19.898709869199013,1.0436000044565739,-4.296939101391614,103.07832336425781,756.4628295898438,183.89186096191406,86.11360168457031,176.0242462158203,102.57752227783203,33.50772261619568
-4,11,-5,-20,-7,-4,-1,-1,-19.87379864114479,0.9382823405893701,-4.287254116314239,103.07832336425781,756.4628295898438,183.89186096191406,86.11360168457031,176.0242462158203,102.57752227783203,33.5087251663208
1,11,28,13,6,5,3,0,-19.87379864114479,0.9382823405893701,-4.287254116314239,103.07832336425781,756.4628295898438,183.89186096191406,86.11360168457031,176.0242462158203,102.57752227783203,33.5087251663208
-2,19,37,10,0,-1,0,3,-19.87379864114479,0.9382823405893701,-4.287254116314239,103.07832336425781,756.4628295898438,183.89186096191406,86.11360168457031,176.0242462158203,102.57752227783203,33.51373887062073
3,8,-6,-9,-3,-3,-3,-1,-19.83983987946214,0.7424213256780013,-4.4319113701163975,101.20533752441406,756.758056640625,183.3963165283203,86.1190414428711,176.02613830566406,102.58193969726562,33.527775049209595
-1,-5,-17,-9,-1,0,0,-4,-19.83983987946214,0.7424213256780013,-4.4319113701163975,101.20533752441406,756.758056640625,183.3963165283203,86.1190414428711,176.02613830566406,102.58193969726562,33.52877759933472
-6,-16,-6,-1,2,-2,2,-3,-19.83983987946214,0.7424213256780013,-4.4319113701163975,101.20533752441406,756.758056640625,183.3963165283203,86.1190414428711,176.02613830566406,102.58193969726562,33.52877759933472
-2,16,5,3,0,-3,-2,-2,-19.928660082936712,0.6954606996049573,-4.433546417912651,101.20533752441406,756.758056640625,183.3963165283203,86.1190414428711,176.02613830566406,102.58193969726562,33.52877759933472
1,-7,-12,14,8,5,5,-5,-19.887431502811292,0.3760723944208784,-4.420493341762164,99.04095458984375,757.089111328125,182.82473754882812,86.11212921142578,176.0262908935547,102.57915496826172,33.553335666656494
-1,-14,-35,-23,-7,-4,-1,-7,-19.887431502811292,0.3760723944208784,-4.420493341762164,99.04095458984375,757.089111328125,182.82473754882812,86.11212921142578,176.0262908935547,102.57915496826172,33.553335666656494
-5,0,8,6,1,-1,0,-6,-19.887431502811292,0.3760723944208784,-4.420493341762164,99.04095458984375,757.089111328125,182.82473754882812,86.11212921142578,176.0262908935547,102.57915496826172,33.553335666656494
1,-26,-23,-4,1,1,-2,-3,-19.887431502811292,0.3760723944208784,-4.420493341762164,99.04095458984375,757.089111328125,182.82473754882812,86.11212921142578,176.0262908935547,102.57915496826172,33.553335666656494
-2,0,13,-10,-9,-5,-4,1,-19.987136007151463,0.06122600618411156,-4.283455344951912,96.55704498291016,757.4512939453125,182.19166564941406,86.07855224609375,176.02609252929688,102.5416030883789,33.57338857650757
-1,17,3,-5,1,0,-2,5,-19.987136007151463,0.06122600618411156,-4.283455344951912,96.55704498291016,757.4512939453125,182.19166564941406,86.07855224609375,176.02609252929688,102.5416030883789,33.57338857650757
-5,-5,-6,1,2,5,4,-2,-20.010470231854057,0.005657058474681453,-4.263206408600702,96.55704498291016,757.4512939453125,182.19166564941406,86.07855224609375,176.02609252929688,102.5416030883789,33.57338857650757
2,-21,-53,1,-1,-1,-1,6,-20.010470231854057,0.005657058474681453,-4.263206408600702,96.55704498291016,757.4512939453125,182.19166564941406,86.07855224609375,176.02609252929688,102.5416030883789,33.57338857650757
-2,1,10,8,0,1,0,-3,-20.044911021559635,-0.16392617359515416,-4.249766685754953,95.55703735351562,757.5930786132812,181.9340057373047,86.06339263916016,176.02548217773438,102.52593994140625,33.58842730522156
3,9,10,-1,-4,-3,-3,7,-20.179967267688966,-0.17735869902686763,-4.181429042665986,95.55703735351562,757.5930786132812,181.9340057373047,86.06339263916016,176.02548217773438,102.52593994140625,33.58842730522156
