emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,fx,fy,fz,x,y,z,rx,ry,rz,t
0,-27,-42,-5,-2,0,-1,-2,-1.9500321604684354,3.260993522747342,0.39590926133230586,212.80123901367188,687.5697021484375,143.7471923828125,86.00077056884766,176.0354766845703,102.46139526367188,6.662008047103882
-3,-14,-13,-1,0,3,1,7,-1.9500321604684354,3.260993522747342,0.39590926133230586,212.80123901367188,687.5697021484375,143.7471923828125,86.00077056884766,176.0354766845703,102.46139526367188,6.662008047103882
-1,1,3,8,2,-1,-2,-23,-1.89303797229094,3.2814648445934074,0.37050220411109325,212.47097778320312,687.9434814453125,143.72203063964844,86.0005874633789,176.03350830078125,102.46817779541016,6.695441722869873
-2,4,5,-5,-3,-2,-4,14,-1.89303797229094,3.2814648445934074,0.37050220411109325,212.47097778320312,687.9434814453125,143.72203063964844,86.0005874633789,176.03350830078125,102.46817779541016,6.695441722869873
1,9,10,1,2,0,-2,-4,-1.89303797229094,3.2814648445934074,0.37050220411109325,212.47097778320312,687.9434814453125,143.72203063964844,86.0005874633789,176.03350830078125,102.46817779541016,6.695441722869873
3,-7,-11,-1,-1,-2,-3,2,-1.89303797229094,3.2814648445934074,0.37050220411109325,212.47097778320312,687.9434814453125,143.72203063964844,86.0005874633789,176.03350830078125,102.46817779541016,6.696561336517334
-2,2,5,5,-1,-1,0,-1,-1.8779721308309645,3.1529153864247497,0.3436603807209655,212.2698516845703,688.1713256835938,143.72059631347656,86.00596618652344,176.03416442871094,102.47340393066406,6.700774431228638
1,5,2,-5,0,-1,2,6,-1.8779721308309645,3.1529153864247497,0.3436603807209655,212.2698516845703,688.1713256835938,143.72059631347656,86.00596618652344,176.03416442871094,102.47340393066406,6.700774431228638
-2,-6,-2,-2,-4,-3,-6,-14,-1.8779721308309645,3.1529153864247497,0.3436603807209655,212.22003173828125,688.2260131835938,143.71388244628906,86.00952911376953,176.03500366210938,102.47640228271484,6.705787658691406
0,6,2,-6,-2,-1,-3,13,-1.8779721308309645,3.1529153864247497,0.3436603807209655,212.22003173828125,688.2260131835938,143.71388244628906,86.00952911376953,176.03500366210938,102.47640228271484,6.705787658691406
-1,3,7,2,0,0,3,0,-1.8583482590841178,3.237460601547146,0.41361893587095766,212.09298706054688,688.3626098632812,143.69749450683594,86.0141372680664,176.0369415283203,102.47936248779297,6.715577602386475
1,9,13,-5,-2,0,0,-2,-1.8583482590841178,3.237460601547146,0.41361893587095766,212.09298706054688,688.3626098632812,143.69749450683594,86.0141372680664,176.0369415283203,102.47936248779297,6.715577602386475
-2,-3,-5,8,1,1,0,5,-1.9592341390729846,3.2026158805283935,0.41191652427559444,212.00218200683594,688.464599609375,143.68948364257812,86.01484680175781,176.03660583496094,102.47920989990234,6.720623254776001
0,-10,-8,2,-1,-2,-1,-7,-1.9592341390729846,3.2026158805283935,0.41191652427559444,212.00218200683594,688.464599609375,143.68948364257812,86.01484680175781,176.03660583496094,102.47920989990234,6.720623254776001
0,14,13,-12,-6,-3,-4,-4,-1.8590556186315115,3.146542358961066,0.4113853156012513,211.87254333496094,688.611572265625,143.68385314941406,86.01456451416016,176.03509521484375,102.4787826538086,6.740248203277588
-5,-14,-22,0,-1,0,4,5,-1.8590556186315115,3.146542358961066,0.4113853156012513,211.87254333496094,688.611572265625,143.68385314941406,86.01456451416016,176.03509521484375,102.4787826538086,6.741340160369873
-1,1,12,7,-1,-1,-1,-1,-1.8590556186315115,3.146542358961066,0.4113853156012513,211.87254333496094,688.611572265625,143.68385314941406,86.01456451416016,176.03509521484375,102.4787826538086,6.741340160369873
-5,4,6,-2,-3,-1,-4,0,-1.8590556186315115,3.146542358961066,0.4113853156012513,211.87254333496094,688.611572265625,143.68385314941406,86.01456451416016,176.03509521484375,102.4787826538086,6.741340160369873
1,-4,-5,-6,-2,-1,1,-5,-1.9854165736829545,3.166799201900117,0.2900275078536849,211.55906677246094,688.9679565429688,143.69583129882812,85.99718475341797,176.0289306640625,102.46464538574219,6.755776882171631
-2,-1,-3,-1,0,-3,-1,-6,-1.8603163256801303,3.2683890035802925,0.3522354511990514,211.55906677246094,688.9679565429688,143.69583129882812,85.99718475341797,176.0289306640625,102.46464538574219,6.755776882171631
6,8,20,4,1,1,2,7,-1.8603163256801303,3.2683890035802925,0.3522354511990514,211.44451904296875,689.0883178710938,143.68307495117188,85.99946594238281,176.03054809570312,102.4685287475586,6.76041054725647
-1,3,-3,7,2,-1,-2,-3,-1.8603163256801303,3.2683890035802925,0.3522354511990514,211.44451904296875,689.0883178710938,143.68307495117188,85.99946594238281,176.03054809570312,102.4685287475586,6.76041054725647
2,-2,6,3,-1,-3,-5,-13,-2.068810446629009,3.1935200705654814,0.31313898225727654,211.3214569091797,689.2222900390625,143.6673583984375,86.0011978149414,176.0323486328125,102.47026062011719,6.776413679122925
-2,3,-1,-7,-3,0,1,9,-2.068810446629009,3.1935200705654814,0.31313898225727654,211.3214569091797,689.2222900390625,143.6673583984375,86.0011978149414,176.0323486328125,102.47026062011719,6.776413679122925
-2,3,1,-1,-1,1,3,-4,-2.068810446629009,3.1935200705654814,0.31313898225727654,211.24932861328125,689.30322265625,143.6621551513672,86.00361633300781,176.03262329101562,102.47200775146484,6.781652927398682
2,-11,-17,-5,-2,0,0,-4,-1.949995805841827,3.172908444431443,0.35054420821763266,211.24932861328125,689.30322265625,143.6621551513672,86.00361633300781,176.03262329101562,102.47200775146484,6.781652927398682
1,10,37,4,0,0,0,16,-1.9634268207292225,3.377802939211192,0.43309250531424304,210.7359161376953,689.8675537109375,143.65553283691406,85.98808288574219,176.026123046875,102.44883728027344,6.82120943069458
-1,-13,-21,0,0,1,1,2,-1.9634268207292225,3.377802939211192,0.43309250531424304,210.7359161376953,689.8675537109375,143.65553283691406,85.98808288574219,176.026123046875,102.44883728027344,6.82120943069458
-2,5,7,1,-2,-1,-3,-5,-1.9634268207292225,3.377802939211192,0.43309250531424304,210.6848907470703,689.9231567382812,143.65333557128906,85.98675537109375,176.02586364746094,102.4475326538086,6.826039552688599
3,-1,15,-1,-2,0,4,-5,-1.9634268207292225,3.377802939211192,0.43309250531424304,210.6848907470703,689.9231567382812,143.65333557128906,85.98675537109375,176.02586364746094,102.4475326538086,6.826039552688599
1,10,15,0,1,2,-2,0,-2.101588379225141,3.3792941632355142,0.32539751966514335,210.632568359375,689.9796752929688,143.64962768554688,85.9859390258789,176.02577209472656,102.44676971435547,6.830669641494751
1,2,14,17,5,3,1,5,-2.101588379225141,3.3792941632355142,0.32539751966514335,210.632568359375,689.9796752929688,143.64962768554688,85.9859390258789,176.02577209472656,102.44676971435547,6.831672191619873
-1,-9,-1,-3,-4,-3,-6,-9,-2.101588379225141,3.3792941632355142,0.32539751966514335,210.632568359375,689.9796752929688,143.64962768554688,85.9859390258789,176.02577209472656,102.44676971435547,6.831672191619873
-3,1,-11,-5,-4,-2,-1,-3,-2.101588379225141,3.3792941632355142,0.32539751966514335,210.632568359375,689.9796752929688,143.64962768554688,85.9859390258789,176.02577209472656,102.44676971435547,6.831672191619873
-1,6,-6,-7,-3,0,0,4,-2.261342358399681,3.5486248887238214,0.44004092394141053,210.25369262695312,690.39453125,143.63363647460938,85.98981475830078,176.0272674560547,102.45781707763672,6.86043381690979
-5,1,11,-4,-1,-1,5,7,-2.261342358399681,3.5486248887238214,0.44004092394141053,210.25369262695312,690.39453125,143.63363647460938,85.98981475830078,176.0272674560547,102.45781707763672,6.86043381690979
0,4,-6,3,6,3,-2,-16,-2.191538109358866,3.442861050951245,0.4142768080736119,210.25369262695312,690.39453125,143.63363647460938,85.98981475830078,176.0272674560547,102.45781707763672,6.86043381690979
-1,9,14,1,-2,-6,-6,-1,-2.191538109358866,3.442861050951245,0.4142768080736119,210.25369262695312,690.39453125,143.63363647460938,85.98981475830078,176.0272674560547,102.45781707763672,6.861937999725342
-2,-19,-31,-10,-7,-3,1,6,-2.191538109358866,3.442861050951245,0.4142768080736119,210.2064666748047,690.4483642578125,143.6321563720703,85.99011993408203,176.02699279785156,102.45869445800781,6.865393877029419
0,3,8,-4,0,0,0,-7,-2.132354584555479,3.466241893613578,0.4757170165564639,210.2064666748047,690.4483642578125,143.6321563720703,85.99011993408203,176.02699279785156,102.45869445800781,6.865393877029419
0,3,0,-2,-3,0,2,1,-2.132354584555479,3.466241893613578,0.4757170165564639,210.2064666748047,690.4483642578125,143.6321563720703,85.99011993408203,176.02699279785156,102.45869445800781,6.86674952507019
-7,-1,10,4,1,2,2,20,-2.132354584555479,3.466241893613578,0.4757170165564639,210.15631103515625,690.5027465820312,143.626220703125,85.99110412597656,176.02688598632812,102.45972442626953,6.8707804679870605
0,1,15,2,5,1,1,-12,-2.15885669132033,3.5804935064899572,0.5120140136780313,210.15631103515625,690.5027465820312,143.626220703125,85.99110412597656,176.02688598632812,102.45972442626953,6.8707804679870605
1,-9,-20,11,3,-1,-4,-4,-2.276641053699141,3.7017295065367035,0.5189403457288749,210.02735900878906,690.6358032226562,143.6039276123047,85.99363708496094,176.0273895263672,102.46099090576172,6.876251220703125
2,2,1,-1,-4,-2,-1,3,-2.276641053699141,3.7017295065367035,0.5189403457288749,209.94662475585938,690.7189331054688,143.5898895263672,85.99312591552734,176.027099609375,102.45862579345703,6.88041615486145
-1,4,-8,-11,-3,-3,-2,-4,-2.276641053699141,3.7017295065367035,0.5189403457288749,209.94662475585938,690.7189331054688,143.5898895263672,85.99312591552734,176.027099609375,102.45862579345703,6.88041615486145
-1,-12,-21,5,-1,-2,-1,-4,-2.2443829886689786,3.826670300449944,0.49919167610211257,209.60275268554688,691.06787109375,143.56610107421875,85.99458312988281,176.0256805419922,102.45195007324219,6.910444021224976
-1,3,-1,-9,0,1,1,6,-2.347636584232043,3.848846800311195,0.4413341711589803,209.52017211914062,691.1514282226562,143.56674194335938,85.99706268310547,176.02566528320312,102.4532241821289,6.916457176208496
-1,8,19,8,2,1,2,-8,-2.3643983324471005,3.778659555955321,0.3601381738387508,209.52017211914062,691.1514282226562,143.56674194335938,85.99706268310547,176.02566528320312,102.4532241821289,6.916457176208496
0,-9,-19,-3,-1,-3,-1,13,-2.3643983324471005,3.778659555955321,0.3601381738387508,209.46676635742188,691.2067260742188,143.5651397705078,86.00154876708984,176.0260009765625,102.45755004882812,6.920467138290405
-3,1,-19,-13,-2,-3,-2,-4,-2.3841222099831496,3.680056574778926,0.38071398165744785,209.46676635742188,691.2067260742188,143.5651397705078,86.00154876708984,176.0260009765625,102.45755004882812,6.9214701652526855
0,2,9,7,0,0,-2,-7,-2.3841222099831496,3.680056574778926,0.38071398165744785,209.38514709472656,691.2893676757812,143.56048583984375,86.00797271728516,176.02674865722656,102.46381378173828,6.925480127334595
4,-8,-18,-3,-1,-1,0,1,-2.3714470779138916,3.8945102466069472,0.5262896440679394,209.33143615722656,691.3423461914062,143.55361938476562,86.01229095458984,176.02781677246094,102.46836853027344,6.9309937953948975
-1,-22,-10,4,-2,-4,-5,-9,-2.3714470779138916,3.8945102466069472,0.5262896440679394,209.33143615722656,691.3423461914062,143.55361938476562,86.01229095458984,176.02781677246094,102.46836853027344,6.931996583938599
-2,6,-1,-5,0,-1,2,7,-2.5494295772946574,3.9598203980629894,0.4372121048352223,209.18641662597656,691.4909057617188,143.53395080566406,86.01799774169922,176.02963256835938,102.47547912597656,6.941020250320435
-4,7,21,11,2,0,1,13,-2.5494295772946574,3.9598203980629894,0.4372121048352223,209.18641662597656,691.4909057617188,143.53395080566406,86.01799774169922,176.02963256835938,102.47547912597656,6.942023038864136
-2,-13,-26,-8,-1,-1,-1,-3,-2.5494295772946574,3.9598203980629894,0.4372121048352223,209.18641662597656,691.4909057617188,143.53395080566406,86.01799774169922,176.02963256835938,102.47547912597656,6.942023038864136
-5,2,10,2,-3,0,-5,-3,-2.5494295772946574,3.9598203980629894,0.4372121048352223,209.10992431640625,691.5733032226562,143.524169921875,86.01895141601562,176.030029296875,102.47773742675781,6.946035623550415
-1,0,0,1,-2,0,0,0,-2.4752575900293645,3.882559246560996,0.48758859359887413,209.0055389404297,691.6842651367188,143.51663208007812,86.01946258544922,176.0299072265625,102.47985076904297,6.9560487270355225
-3,-1,-3,-4,1,1,-2,0,-2.4610269913520955,3.9211650078139337,0.5685547554440243,209.0055389404297,691.6842651367188,143.51663208007812,86.01946258544922,176.0299072265625,102.47985076904297,6.9560487270355225
-1,-2,5,2,1,0,3,5,-2.4610269913520955,3.9211650078139337,0.5685547554440243,208.86953735351562,691.8250732421875,143.5113525390625,86.01502990722656,176.02902221679688,102.47614288330078,6.961061477661133
-1,5,0,1,-1,1,-1,-16,-2.4610269913520955,3.9211650078139337,0.5685547554440243,208.86953735351562,691.8250732421875,143.5113525390625,86.01502990722656,176.02902221679688,102.47614288330078,6.961061477661133
-3,4,-1,-5,-4,-3,-2,20,-2.4734204781021543,4.141863781344484,0.6342872738094918,208.5818634033203,692.1209716796875,143.5001678466797,86.02172088623047,176.0309600830078,102.48126220703125,6.986126899719238
2,7,10,-20,-7,-4,-1,-6,-2.4734204781021543,4.141863781344484,0.6342872738094918,208.5818634033203,692.1209716796875,143.5001678466797,86.02172088623047,176.0309600830078,102.48126220703125,6.986126899719238
-1,-1,10,5,1,-2,-6,-14,-2.4734204781021543,4.141863781344484,0.6342872738094918,208.5288543701172,692.1748046875,143.49099731445312,86.02287292480469,176.0323944091797,102.48168182373047,6.991140127182007
-4,0,7,6,4,2,0,8,-2.4734204781021543,4.141863781344484,0.6342872738094918,208.5288543701172,692.1748046875,143.49099731445312,86.02287292480469,176.0323944091797,102.48168182373047,6.991451978683472
1,-10,-6,3,-2,-1,1,-2,-2.552601211067457,3.9273320262602596,0.4923674217750815,208.24058532714844,692.4877319335938,143.47686767578125,86.02786254882812,176.03350830078125,102.48487091064453,7.011502981185913
-3,12,31,9,-1,-3,-4,-8,-2.4908732147549304,3.986333694704897,0.5512896667894731,208.24058532714844,692.4877319335938,143.47686767578125,86.02786254882812,176.03350830078125,102.48487091064453,7.011502981185913
-2,-3,-8,-6,-1,-2,0,6,-2.4908732147549304,3.986333694704897,0.5512896667894731,208.24058532714844,692.4877319335938,143.47686767578125,86.02786254882812,176.03350830078125,102.48487091064453,7.011502981185913
-1,2,0,-7,-1,-3,0,1,-2.4908732147549304,3.986333694704897,0.5512896667894731,208.24058532714844,692.4877319335938,143.47686767578125,86.02786254882812,176.03350830078125,102.48487091064453,7.011502981185913
-2,4,13,6,3,0,-2,-10,-2.4908732147549304,3.986333694704897,0.5512896667894731,208.18795776367188,692.54443359375,143.47308349609375,86.0267105102539,176.0332794189453,102.48421478271484,7.015509366989136
-3,-5,-17,-9,-4,-4,-4,-2,-2.4908732147549304,3.986333694704897,0.5512896667894731,208.18795776367188,692.54443359375,143.47308349609375,86.0267105102539,176.0332794189453,102.48421478271484,7.016512393951416
0,-4,-6,-5,-3,0,2,17,-2.556387056147899,4.001780292864028,0.48364224883437723,208.05519104003906,692.6943359375,143.46864318847656,86.02062225341797,176.031005859375,102.48019409179688,7.025535821914673
0,17,18,0,1,3,4,-3,-2.556387056147899,4.001780292864028,0.48364224883437723,208.05519104003906,692.6943359375,143.46864318847656,86.02062225341797,176.031005859375,102.48019409179688,7.025535821914673
-3,-13,-14,-3,0,-2,-4,-15,-2.393621442096617,3.911817513492899,0.5129497023242623,207.78233337402344,692.9778442382812,143.43173217773438,86.02131652832031,176.03134155273438,102.48643493652344,7.041186094284058
0,-5,-8,10,1,-1,-1,2,-2.4614429743081785,4.0676125528567235,0.5753056945245025,207.78233337402344,692.9778442382812,143.43173217773438,86.02131652832031,176.03134155273438,102.48643493652344,7.041186094284058
-1,23,32,2,-1,-1,0,3,-2.4614429743081785,4.0676125528567235,0.5753056945245025,207.78233337402344,692.9778442382812,143.43173217773438,86.02131652832031,176.03134155273438,102.48643493652344,7.041691303253174
2,-8,-6,-1,-3,-2,2,8,-2.4614429743081785,4.0676125528567235,0.5753056945245025,207.78233337402344,692.9778442382812,143.43173217773438,86.02131652832031,176.03134155273438,102.48643493652344,7.041691303253174
0,-12,-30,0,-2,1,1,-1,-2.4379480091571044,3.87989830949926,0.5199285641178979,207.5447540283203,693.2184448242188,143.4271240234375,86.02215576171875,176.0331268310547,102.48751068115234,7.0615997314453125
-1,2,-6,-11,-1,1,0,-8,-2.4379480091571044,3.87989830949926,0.5199285641178979,207.5447540283203,693.2184448242188,143.4271240234375,86.02215576171875,176.0331268310547,102.48751068115234,7.0615997314453125
1,1,8,5,1,1,0,1,-2.4379480091571044,3.87989830949926,0.5199285641178979,207.43019104003906,693.33740234375,143.42221069335938,86.02242279052734,176.0341033935547,102.4861068725586,7.066035270690918
1,-6,-13,-3,-3,-2,-4,-1,-2.4379480091571044,3.87989830949926,0.5199285641178979,207.43019104003906,693.33740234375,143.42221069335938,86.02242279052734,176.0341033935547,102.4861068725586,7.066035270690918
3,0,7,4,1,1,0,0,-2.552783756737202,3.9247513575614237,0.45921791349800767,207.1455841064453,693.6658935546875,143.41432189941406,86.01203155517578,176.03089904785156,102.47161865234375,7.085569620132446
-4,12,8,-11,-6,-1,2,7,-2.4927768991706376,4.006377250723498,0.5425267768916606,207.1455841064453,693.6658935546875,143.41432189941406,86.01203155517578,176.03089904785156,102.47161865234375,7.085569620132446
-3,-35,-43,-7,0,0,2,-7,-2.4927768991706376,4.006377250723498,0.5425267768916606,207.1455841064453,693.6658935546875,143.41432189941406,86.01203155517578,176.03089904785156,102.47161865234375,7.086799621582031
-1,8,9,7,2,-2,-6,9,-2.4927768991706376,4.006377250723498,0.5425267768916606,207.1455841064453,693.6658935546875,143.41432189941406,86.01203155517578,176.03089904785156,102.47161865234375,7.086799621582031
-3,-3,-7,3,1,-2,-1,1,-2.5974873981850464,4.065550158812932,0.5723515517468485,207.0081329345703,693.8208618164062,143.40745544433594,86.00379180908203,176.02915954589844,102.4632568359375,7.100547790527344
3,-2,-6,-4,-1,-1,-4,-23,-2.5687180726090415,4.126754677680845,0.53836792695327,207.0081329345703,693.8208618164062,143.40745544433594,86.00379180908203,176.02915954589844,102.4632568359375,7.101585865020752
-5,7,19,-7,-4,0,2,19,-2.5687180726090415,4.126754677680845,0.53836792695327,207.0081329345703,693.8208618164062,143.40745544433594,86.00379180908203,176.02915954589844,102.4632568359375,7.101585865020752
3,8,2,-10,-1,-1,-3,-13,-2.5687180726090415,4.126754677680845,0.53836792695327,206.92266845703125,693.9185791015625,143.41928100585938,85.99927520751953,176.02700805664062,102.45922088623047,7.1064159870147705
2,5,15,2,-1,1,2,10,-2.608428954258025,4.100117113398657,0.5730998429504732,206.5465545654297,694.3077392578125,143.4342803955078,86.00347900390625,176.0268096923828,102.46725463867188,7.131464719772339
4,-10,-29,1,1,0,4,0,-2.608428954258025,4.100117113398657,0.5730998429504732,206.5465545654297,694.3077392578125,143.4342803955078,86.00347900390625,176.0268096923828,102.46725463867188,7.131464719772339
-2,-4,-6,-3,-5,-4,-7,-10,-2.5951470514920407,4.105107974672246,0.5842879407068946,206.5465545654297,694.3077392578125,143.4342803955078,86.00347900390625,176.0268096923828,102.46725463867188,7.131464719772339
-1,2,7,-3,0,1,2,-2,-2.5951470514920407,4.105107974672246,0.5842879407068946,206.5465545654297,694.3077392578125,143.4342803955078,86.00347900390625,176.0268096923828,102.46725463867188,7.131464719772339
1,6,17,-3,-2,-3,-2,-3,-2.5951470514920407,4.105107974672246,0.5842879407068946,206.48741149902344,694.3702392578125,143.42955017089844,86.00479125976562,176.02728271484375,102.46920013427734,7.1359968185424805
-2,-5,-3,-1,1,0,0,-4,-2.5951470514920407,4.105107974672246,0.5842879407068946,206.48741149902344,694.3702392578125,143.42955017089844,86.00479125976562,176.02728271484375,102.46920013427734,7.1359968185424805
4,12,21,7,3,1,0,1,-2.5799999465139796,4.1706836351429875,0.6917326329191988,206.40097045898438,694.4633178710938,143.42550659179688,86.00392150878906,176.02737426757812,102.46878051757812,7.141031980514526
1,-4,-8,4,1,-1,-1,-6,-2.5799999465139796,4.1706836351429875,0.6917326329191988,206.26034545898438,694.6278686523438,143.43719482421875,85.99710845947266,176.02435302734375,102.46123504638672,7.146181583404541
-1,2,15,2,-2,0,1,-5,-2.804137311713835,4.296161687223858,0.6877151777874004,205.98851013183594,694.9271240234375,143.4316864013672,85.99620056152344,176.02389526367188,102.4557876586914,7.166607141494751
2,-5,-7,-1,-2,-3,-5,-14,-2.804137311713835,4.296161687223858,0.6877151777874004,205.98851013183594,694.9271240234375,143.4316864013672,85.99620056152344,176.02389526367188,102.4557876586914,7.166607141494751
1,20,26,-3,-2,-2,-1,6,-2.744314697445889,4.3356158015731605,0.690035829899145,205.92929077148438,694.990966796875,143.4351043701172,85.99873352050781,176.02401733398438,102.45764923095703,7.171620607376099
0,-9,16,7,-1,-1,1,0,-2.744314697445889,4.3356158015731605,0.690035829899145,205.92929077148438,694.990966796875,143.4351043701172,85.99873352050781,176.02401733398438,102.45764923095703,7.171620607376099
-4,-18,-30,6,2,-1,3,6,-2.7419840659304686,4.333756835962407,0.7110788882026514,205.8394012451172,695.0844116210938,143.42857360839844,86.00407409667969,176.025634765625,102.46234130859375,7.1809985637664795
-2,7,6,-5,-3,1,1,1,-2.7419840659304686,4.333756835962407,0.7110788882026514,205.8394012451172,695.0844116210938,143.42857360839844,86.00407409667969,176.025634765625,102.46234130859375,7.1809985637664795
-2,0,-5,0,-1,-2,-3,-3,-2.7472627650659,4.360694508200297,0.7582716105237197,205.7462921142578,695.176025390625,143.41156005859375,86.00975036621094,176.02810668945312,102.46784210205078,7.18572998046875
-1,4,-24,-23,-6,-4,-4,-11,-2.7472627650659,4.360694508200297,0.7582716105237197,205.7462921142578,695.176025390625,143.41156005859375,86.00975036621094,176.02810668945312,102.46784210205078,7.18572998046875
-2,3,36,13,3,2,2,4,-2.8321901320951826,4.268243265648131,0.7055789387524599,205.5896759033203,695.3394165039062,143.41014099121094,86.01199340820312,176.02818298339844,102.47083282470703,7.196478605270386
2,0,-1,-4,-1,0,2,9,-2.8321901320951826,4.268243265648131,0.7055789387524599,205.5896759033203,695.3394165039062,143.41014099121094,86.01199340820312,176.02818298339844,102.47083282470703,7.196478605270386
2,-20,-48,-17,-3,-2,2,9,-2.8459630685864825,4.240372821599032,0.704236270372439,205.5896759033203,695.3394165039062,143.41014099121094,86.01199340820312,176.02818298339844,102.47083282470703,7.206504821777344
-2,-2,13,12,1,-2,-3,-13,-2.8459630685864825,4.240372821599032,0.704236270372439,205.5896759033203,695.3394165039062,143.41014099121094,86.01199340820312,176.02818298339844,102.47083282470703,7.206504821777344
2,11,1,0,2,3,-1,-3,-2.8840332562462243,4.387335780206278,0.6912430442605414,205.21617126464844,695.7670288085938,143.42483520507812,86.00637817382812,176.021484375,102.47325134277344,7.221540212631226
-3,-4,-1,3,1,0,-1,10,-2.8840332562462243,4.387335780206278,0.6912430442605414,205.21617126464844,695.7670288085938,143.42483520507812,86.00637817382812,176.021484375,102.47325134277344,7.2218427658081055
-3,-2,0,4,0,1,2,-6,-2.8840332562462243,4.387335780206278,0.6912430442605414,205.21617126464844,695.7670288085938,143.42483520507812,86.00637817382812,176.021484375,102.47325134277344,7.2218427658081055
0,-8,-17,-5,-3,-2,-1,3,-2.8840332562462243,4.387335780206278,0.6912430442605414,205.21617126464844,695.7670288085938,143.42483520507812,86.00637817382812,176.021484375,102.47325134277344,7.2218427658081055
-1,9,7,-7,-2,-4,-11,-21,-2.9931903475240373,4.438853685752624,0.7216220133201829,204.92306518554688,696.0938110351562,143.4126739501953,86.0093765258789,176.02325439453125,102.47727966308594,7.240401029586792
2,-7,1,2,-4,-4,-3,8,-2.9931903475240373,4.438853685752624,0.7216220133201829,204.92306518554688,696.0938110351562,143.4126739501953,86.0093765258789,176.02325439453125,102.47727966308594,7.241434574127197
-1,-3,-10,0,2,1,3,-5,-2.959511221664033,4.401881662139563,0.7647369455316715,204.92306518554688,696.0938110351562,143.4126739501953,86.0093765258789,176.02325439453125,102.47727966308594,7.241434574127197
0,5,1,2,2,3,5,5,-2.959511221664033,4.401881662139563,0.7647369455316715,204.92306518554688,696.0938110351562,143.4126739501953,86.0093765258789,176.02325439453125,102.47727966308594,7.242478370666504
-3,3,9,-3,-2,-3,-2,-2,-3.015287939474998,4.339489713133076,0.7559051958584764,204.4704132080078,696.5862426757812,143.41197204589844,85.99443817138672,176.02188110351562,102.45806884765625,7.2656214237213135
-4,0,4,2,-2,-1,1,0,-3.015287939474998,4.339489713133076,0.7559051958584764,204.4704132080078,696.5862426757812,143.41197204589844,85.99443817138672,176.02188110351562,102.45806884765625,7.2656214237213135
2,2,1,-5,0,0,-1,-7,-2.890963151816032,4.489835686614279,0.7959109984362487,204.4704132080078,696.5862426757812,143.41197204589844,85.99443817138672,176.02188110351562,102.45806884765625,7.266669988632202
0,-1,-13,1,1,-1,-1,19,-2.890963151816032,4.489835686614279,0.7959109984362487,204.4704132080078,696.5862426757812,143.41197204589844,85.99443817138672,176.02188110351562,102.45806884765625,7.266669988632202
0,-9,-5,2,-2,-1,0,-16,-2.945746583207934,4.61763057774722,0.7967149354836129,204.0027313232422,697.1121215820312,143.42984008789062,85.9820327758789,176.02227783203125,102.44860076904297,7.296358823776245
0,7,14,-10,-3,-1,-2,5,-2.945746583207934,4.61763057774722,0.7967149354836129,204.0027313232422,697.1121215820312,143.42984008789062,85.9820327758789,176.02227783203125,102.44860076904297,7.296358823776245
-3,1,10,4,0,1,5,9,-2.945746583207934,4.61763057774722,0.7967149354836129,204.0027313232422,697.1121215820312,143.42984008789062,85.9820327758789,176.02227783203125,102.44860076904297,7.296358823776245
1,-13,-19,1,1,1,5,-9,-2.945746583207934,4.61763057774722,0.7967149354836129,204.0027313232422,697.1121215820312,143.42984008789062,85.9820327758789,176.02227783203125,102.44860076904297,7.296358823776245
0,3,-13,-13,-4,-5,-5,4,-3.1139630722668774,4.412171112246457,0.7567358082211335,204.0027313232422,697.1121215820312,143.42984008789062,85.9820327758789,176.02227783203125,102.44860076904297,7.301371812820435
-2,13,13,4,1,-1,-4,-13,-3.1139630722668774,4.412171112246457,0.7567358082211335,204.0027313232422,697.1121215820312,143.42984008789062,85.9820327758789,176.02227783203125,102.44860076904297,7.301371812820435
-1,0,28,4,-2,-2,-2,-3,-3.027168844557155,4.4168168492588205,0.8124611012361633,203.941650390625,697.1810913085938,143.430908203125,85.98295593261719,176.02247619628906,102.4493179321289,7.306385040283203
1,2,-5,0,1,1,4,8,-3.027168844557155,4.4168168492588205,0.8124611012361633,203.941650390625,697.1810913085938,143.430908203125,85.98295593261719,176.02247619628906,102.4493179321289,7.306385040283203
-1,-4,-2,3,0,0,0,5,-2.952383547449634,4.485832787019544,0.8483884769786706,203.77728271484375,697.3513793945312,143.41632080078125,85.98670959472656,176.02452087402344,102.45006561279297,7.316407680511475
-3,-7,-14,0,0,1,0,-5,-2.952383547449634,4.485832787019544,0.8483884769786706,203.59242248535156,697.5494995117188,143.4235076904297,85.98118591308594,176.02354431152344,102.43986511230469,7.320418357849121
-4,-6,-14,-10,-6,-6,-3,1,-2.962259155218655,4.374626549371183,0.8279812599624659,203.59242248535156,697.5494995117188,143.4235076904297,85.98118591308594,176.02354431152344,102.43986511230469,7.321420907974243
2,2,3,-5,-2,-3,-3,-16,-2.8539699336597053,4.471827649316881,0.887324380068796,203.52261352539062,697.6197509765625,143.42373657226562,85.98181915283203,176.02420043945312,102.43909454345703,7.326295852661133
0,-1,-5,5,2,1,5,14,-3.03436891709014,4.433343934920681,0.8448355660323639,203.2541046142578,697.9058837890625,143.43882751464844,85.9794921875,176.02589416503906,102.43475341796875,7.346850395202637
